id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,likelihood-rating,reasoning_type,RW17_label
423,mpm,sociology,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,1.0,,80.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,1.0,,70.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,28.0,,50.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,108.0,,50.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,108.0,,70.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,141.0,,65.0,Effect-Present Diagnostic Inference ,b
384,pmm,sociology,VII,p(Y=1|Z=1),humans,numeric-only,collider,1.0,,80.0,Effect-Present Diagnostic Inference ,b
223,pmm,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
224,pmm,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,97.0,,35.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,109.0,,85.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,109.0,,75.0,Effect-Present Diagnostic Inference ,b
323,ppp,sociology,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
324,ppp,sociology,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
443,mmp,sociology,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,b
444,mmp,sociology,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
444,mmp,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
443,mmp,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
384,pmm,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
384,pmm,sociology,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
424,mpm,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
423,mpm,sociology,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,97.0,,65.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,45.0,,45.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,45.0,,50.0,Effect-Present Diagnostic Inference ,b
284,mmp,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,4.0,,50.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,4.0,,65.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,22.0,,70.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,45.0,,50.0,Effect-Present Diagnostic Inference ,b
263,mpm,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
264,mpm,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,25.0,,80.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,45.0,,45.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,97.0,,35.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,109.0,,85.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,109.0,,75.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,4.0,,50.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,4.0,,65.0,Effect-Present Diagnostic Inference ,b
164,ppp,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,22.0,,70.0,Effect-Present Diagnostic Inference ,b
283,mmp,weather,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
163,ppp,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,97.0,,65.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,58.0,,65.0,Effect-Present Diagnostic Inference ,b
384,pmm,sociology,VII,p(Y=1|Z=1),humans,numeric-only,collider,1.0,,70.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,69.0,,80.0,Effect-Present Diagnostic Inference ,b
263,mpm,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,118.0,,65.0,Effect-Present Diagnostic Inference ,b
264,mpm,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,53.0,,30.0,Effect-Present Diagnostic Inference ,b
264,mpm,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,118.0,,80.0,Effect-Present Diagnostic Inference ,b
223,pmm,weather,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
264,mpm,weather,VII,p(Y=1|Z=1),humans,numeric-only,collider,118.0,,65.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,58.0,,65.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,58.0,,60.0,Effect-Present Diagnostic Inference ,b
103,mpm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
324,ppp,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
323,ppp,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,69.0,,80.0,Effect-Present Diagnostic Inference ,b
424,mpm,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
423,mpm,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,69.0,,95.0,Effect-Present Diagnostic Inference ,b
223,pmm,weather,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
224,pmm,weather,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
323,ppp,sociology,VII,p(X=1|Z=1),humans,numeric-only,collider,10.0,,85.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,58.0,,60.0,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
263,mpm,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,118.0,,80.0,Effect-Present Diagnostic Inference ,b
263,mpm,weather,VII,p(X=1|Z=1),humans,numeric-only,collider,53.0,,30.0,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,25.0,,85.0,Effect-Present Diagnostic Inference ,b
3,ppp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,69.0,,95.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,0.0,,90.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,0.0,,75.0,Effect-Present Diagnostic Inference ,b
383,pmm,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
384,pmm,sociology,VII,,claude-3-opus,single_numeric_response,collider,,0.0,67.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,84.0,,70.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,84.0,,50.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,46.0,,75.0,Effect-Present Diagnostic Inference ,b
4,ppp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,25.0,,80.0,Effect-Present Diagnostic Inference ,b
224,pmm,weather,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,21.0,,85.0,Effect-Present Diagnostic Inference ,b
124,mmp,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,21.0,,90.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,84.0,,70.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,21.0,,85.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,21.0,,90.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,46.0,,75.0,Effect-Present Diagnostic Inference ,b
123,mmp,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,84.0,,50.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,121.0,,90.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,88.0,,20.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,69.0,,100.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,74.0,,50.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,74.0,,75.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,58.0,,65.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,38.0,,95.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,10.0,,90.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,38.0,,90.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,58.0,,60.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,69.0,,90.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,10.0,,100.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,88.0,,70.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,71.0,,5.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,29.0,,75.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,69.0,,100.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,69.0,,90.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
446,mmp,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
445,mmp,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,71.0,,5.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,71.0,,100.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,99.0,,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,29.0,,75.0,Effect-Present Diagnostic Inference ,c
445,mmp,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
446,mmp,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,58.0,,60.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,58.0,,65.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,25.0,,65.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,0.0,,95.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,0.0,,60.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,10.0,,100.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,10.0,,90.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,38.0,,90.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,25.0,,80.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,74.0,,50.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,28.0,,50.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,1.0,,90.0,Effect-Present Diagnostic Inference ,c
286,mmp,weather,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,1.0,,95.0,Effect-Present Diagnostic Inference ,c
285,mmp,weather,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
285,mmp,weather,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
286,mmp,weather,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
325,ppp,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,80.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,28.0,,100.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,108.0,,45.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,108.0,,75.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,141.0,,70.0,Effect-Present Diagnostic Inference ,c
425,mpm,sociology,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,74.0,,75.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,88.0,,70.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,88.0,,20.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,141.0,,60.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,121.0,,90.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,141.0,,70.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,108.0,,75.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,108.0,,45.0,Effect-Present Diagnostic Inference ,c
326,ppp,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,38.0,,95.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,28.0,,100.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,0.0,,95.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,0.0,,60.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,71.0,,100.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,28.0,,50.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,1.0,,90.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,99.0,,100.0,Effect-Present Diagnostic Inference ,c
386,pmm,sociology,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,1.0,,95.0,Effect-Present Diagnostic Inference ,c
385,pmm,sociology,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,141.0,,60.0,Effect-Present Diagnostic Inference ,c
426,mpm,sociology,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
5,ppp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,25.0,,65.0,Effect-Present Diagnostic Inference ,c
6,ppp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,25.0,,80.0,Effect-Present Diagnostic Inference ,c
166,ppp,weather,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,109.0,,30.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,40.0,,90.0,Effect-Present Diagnostic Inference ,c
226,pmm,weather,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
225,pmm,weather,VIII,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
446,mmp,sociology,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
266,mpm,weather,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,118.0,,75.0,Effect-Present Diagnostic Inference ,c
266,mpm,weather,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,118.0,,95.0,Effect-Present Diagnostic Inference ,c
266,mpm,weather,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,53.0,,100.0,Effect-Present Diagnostic Inference ,c
265,mpm,weather,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,118.0,,75.0,Effect-Present Diagnostic Inference ,c
265,mpm,weather,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,118.0,,95.0,Effect-Present Diagnostic Inference ,c
265,mpm,weather,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,53.0,,100.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
125,mmp,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
126,mmp,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
125,mmp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,21.0,,0.0,Effect-Present Diagnostic Inference ,c
125,mmp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,46.0,,95.0,Effect-Present Diagnostic Inference ,c
125,mmp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,84.0,,30.0,Effect-Present Diagnostic Inference ,c
125,mmp,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,84.0,,35.0,Effect-Present Diagnostic Inference ,c
126,mmp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,21.0,,100.0,Effect-Present Diagnostic Inference ,c
126,mmp,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,21.0,,0.0,Effect-Present Diagnostic Inference ,c
165,ppp,weather,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
