id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,LLM-confidence,likelihood-rating,reasoning_type,RW17_label
122,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,70.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,25.0,50.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,30.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,90.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,70.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,85.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,40.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,65.0,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,70.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,85.0,80.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,90.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,100.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,80.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,70.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,40.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,50.0,60.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,40.0,55.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,65.0,50.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,100.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,55.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,30.0,55.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,65.0,50.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,40.0,50.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,70.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,40.0,60.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,70.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,65.0,55.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,75.0,85.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
281,mmp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
282,mmp,sociology,VI,,gpt-4o,numeric-certainty,collider,,0.0,70.0,80.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,30.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,40.0,40.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,40.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,0.0,,,82.5,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,58.0,,,65.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,84.0,,,100.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,25.0,,,72.5,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Effect-Present Diagnostic Inference ,a
382,pmm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
322,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
321,ppp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Effect-Present Diagnostic Inference ,a
381,pmm,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,10.0,,,90.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,29.0,,,50.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,38.0,,,80.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,74.0,,,85.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,88.0,,,55.0,Effect-Present Diagnostic Inference ,a
161,ppp,sociology,VI,"p(C1=1|E=1, C2=1)",humans,,collider,121.0,,,52.5,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,10.0,,,90.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,29.0,,,50.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,38.0,,,80.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,74.0,,,85.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,88.0,,,55.0,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,46.0,,,70.0,Effect-Present Diagnostic Inference ,a
162,ppp,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,121.0,,,52.5,Effect-Present Diagnostic Inference ,a
122,mmp,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,21.0,,,57.5,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,46.0,,,70.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,94.0,,,65.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,100.0,,,75.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,136.0,,,80.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,82.0,,,70.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,94.0,,,65.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,100.0,,,75.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,"p(C2=1|E=1, C1=1)",humans,,collider,136.0,,,80.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,30.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,55.0,Effect-Present Diagnostic Inference ,a
2,ppp,economy,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,70.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
422,mpm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
421,mpm,weather,VI,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,100.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
442,mmp,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,25.0,Effect-Present Diagnostic Inference ,a
441,mmp,weather,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,60.0,50.0,Effect-Present Diagnostic Inference ,a
262,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
261,mpm,sociology,VI,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,21.0,,,57.5,Effect-Present Diagnostic Inference ,a
121,mmp,economy,VI,"p(C1=1|E=1, C2=1)",humans,,collider,84.0,,,100.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Effect-Present Diagnostic Inference ,a
1,ppp,economy,VI,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,108.0,,,30.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,"p(C2=1|E=1, C1=1)",humans,,collider,141.0,,,50.0,Effect-Present Diagnostic Inference ,a
222,pmm,sociology,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
221,pmm,sociology,VI,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Effect-Present Diagnostic Inference ,a
