id,response,prompt_category,graph,cntbl_cond,subject,temperature
221,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
222,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
223,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
224,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
225,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
226,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
227,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
228,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
229,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
230,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
231,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
232,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
233,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
234,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
235,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
236,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
237,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
238,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
239,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
240,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
261,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
262,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
263,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
264,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
265,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
266,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
267,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
268,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
269,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
270,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
271,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
272,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
273,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
274,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
275,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
276,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
277,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
278,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
279,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
280,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
281,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
282,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
283,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
284,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
285,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
286,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
287,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
288,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
289,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
290,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
291,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
292,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
293,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
294,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
295,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
296,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
297,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
298,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
299,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
300,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
321,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
322,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
323,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
324,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
325,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
326,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
327,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
328,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
329,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
330,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
331,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
332,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
333,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
334,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
335,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
336,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
337,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
338,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
339,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
340,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
381,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
382,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
383,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
384,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
385,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
386,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
387,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
388,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
389,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
390,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
391,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
392,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
393,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
394,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
395,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
396,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
397,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
398,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
399,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
400,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
421,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
422,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
423,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
424,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
425,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
426,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
427,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
428,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
429,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
430,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
431,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
432,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
433,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
434,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
435,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
436,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
437,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
438,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
439,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
440,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
441,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
442,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
443,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
444,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
445,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
446,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
447,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
448,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
449,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
450,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
451,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
452,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
453,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
454,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
455,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
456,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
457,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
458,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
459,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
460,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
